Sentence,Sentiment
finland sampo bank part danske bank group lay staff administrative support function,negative
firm uk head office rugby road lutterworth,neutral
total headcount reduction person company said,negative
adpnews feb finnish real estate investor sponda oyj hel sdav said today slipped net loss eur million usd profit eur million,negative
plant scheduled completion late february hand area january two supplier nokia aspocomp group oyj perlos announced plan establish plant within nokia complex together invest r crore,neutral
arm profit sale shift away mobile gain pace,positive
ko missed earnings expectation last two quarter today ’ strong result came major surprise http stks co drhf,positive
trend sport leisure market favorable first month year,positive
ocwen reach settlement california regulator,positive
location make mall convenient place shop consumer three large residential area nearby jaroszowka wysockiego zgody,positive
january september operating profit totaled eur mn,neutral
cien http stks co dzu cien seems broken major horizontal resistance target,positive
annual report sent automatically shareholder holding least sampo plc share,neutral
key geographical market europe russian federation middle east south africa japan,neutral
department store division reported increase sale per cent,positive
omx helsinki index pct turnover mln eur,negative
l net profit whole dropped eur million eur million,negative
first two project phase expected completed end,neutral
earnings per share eps dropped eur eur,negative
sabmiller revenue hit weaker em currency,negative
rt cash cow tlt still rising rsi macd bond buying signaling bad move market spy uup,negative
finnair tallinn based subsidiary aero carried passenger decline route helsinki baltic capital within southern finland,negative
